Llave;Rut cliente;Rut deudor;N° doc.;Tipo doc.;Fecha_pago;Fecha_prórroga
76.989.798-4-77.729.842-9-1882-FZ;76.989.798-4;77.729.842-9;1882;FZ;01/01/1900;01/01/1900
76.715.336-8-78.627.210-6-658-FZ;76.715.336-8;78.627.210-6;658;FZ;01/01/1900;01/01/1900
99.518.440-0-78.965.170-1-34872-FZ;99.518.440-0;78.965.170-1;34872;FZ;01/01/1900;01/01/1900
99.518.440-0-79.731.370-K-34372-FZ;99.518.440-0;79.731.370-K;34372;FZ;24/01/2025;01/01/1900
77.084.666-8-78.200.830-7-340-FZ;77.084.666-8;78.200.830-7;340;FZ;01/01/1900;01/01/1900
77.483.964-K-73.568.600-3-100-FZ;77.483.964-K;73.568.600-3;100;FZ;01/01/1900;01/01/1900
76.609.773-1-96.926.970-8-573-FZ;76.609.773-1;96.926.970-8;573;FZ;01/01/1900;01/01/1900
76.417.948-K-76.568.660-1-4119-FZ;76.417.948-K;76.568.660-1;4119;FZ;01/01/1900;01/01/1900
76.972.531-8-76.865.613-4-128-CH;76.972.531-8;76.865.613-4;128;CH;31/01/2025;01/01/1900
76.013.412-0-76.259.040-9-226-FZ;76.013.412-0;76.259.040-9;226;FZ;01/01/1900;01/01/1900
77.840.897-K-76.173.088-6-35-FZ;77.840.897-K;76.173.088-6;35;FZ;01/01/1900;01/01/1900
76.783.619-8-78.408.990-8-809-FZ;76.783.619-8;78.408.990-8;809;FZ;01/01/1900;01/01/1900
76.007.177-3-76.114.143-0-5815-FZ;76.007.177-3;76.114.143-0;5815;FZ;01/01/1900;01/01/1900
77.545.580-2-77.780.170-8-24871-FZ;77.545.580-2;77.780.170-8;24871;FZ;01/01/1900;01/01/1900
77.840.897-K-76.173.088-6-38-FZ;77.840.897-K;76.173.088-6;38;FZ;01/01/1900;01/01/1900
76.007.177-3-76.455.830-8-5886-FZ;76.007.177-3;76.455.830-8;5886;FZ;31/01/2025;01/01/1900
77.995.734-9-96.814.780-3-75-FZ;77.995.734-9;96.814.780-3;75;FZ;01/01/1900;01/01/1900
99.518.440-0-79.731.370-K-34540-FZ;99.518.440-0;79.731.370-K;34540;FZ;31/01/2025;01/01/1900
96.799.690-4-59.301.810-5-19700-FZ;96.799.690-4;59.301.810-5;19700;FZ;01/01/1900;01/01/1900
77.862.467-2-60.703.000-6-465-FZ;77.862.467-2;60.703.000-6;465;FZ;01/01/1900;01/01/1900
76.977.796-2-94.528.000-K-7188-FZ;76.977.796-2;94.528.000-K;7188;FZ;01/01/1900;01/01/1900
76.014.543-2-76.342.688-2-3296-CH;76.014.543-2;76.342.688-2;3296;CH;31/01/2025;01/01/1900
76.989.798-4-76.145.047-6-1826-FZ;76.989.798-4;76.145.047-6;1826;FZ;01/01/1900;01/01/1900
77.190.863-2-96.521.440-2-1148-FS;77.190.863-2;96.521.440-2;1148;FS;01/01/1900;01/01/1900
99.518.440-0-77.287.540-1-34969-FZ;99.518.440-0;77.287.540-1;34969;FZ;31/01/2025;01/01/1900
76.065.389-6-78.544.560-0-600-FZ;76.065.389-6;78.544.560-0;600;FZ;01/01/1900;01/01/1900
76.617.888-K-83.382.700-6-6197-FZ;76.617.888-K;83.382.700-6;6197;FZ;17/01/2025;01/01/1900
76.400.774-3-77.285.328-9-967-FZ;76.400.774-3;77.285.328-9;967;FZ;27/01/2025;01/01/1900
77.859.490-0-96.726.970-0-219520-FZ;77.859.490-0;96.726.970-0;219520;FZ;01/01/1900;01/01/1900
76.886.533-7-76.986.803-8-15128-FZ;76.886.533-7;76.986.803-8;15128;FZ;01/01/1900;01/01/1900
76.438.369-9-89.853.600-9-1107-FZ;76.438.369-9;89.853.600-9;1107;FZ;01/01/1900;01/01/1900
77.859.490-0-91.300.000-5-219624-FZ;77.859.490-0;91.300.000-5;219624;FZ;01/01/1900;01/01/1900
76.458.074-5-76.414.100-8-470-FS;76.458.074-5;76.414.100-8;470;FS;01/01/1900;01/01/1900
77.012.026-8-77.036.789-1-10978-FZ;77.012.026-8;77.036.789-1;10978;FZ;01/01/1900;01/01/1900
76.989.798-4-77.014.665-8-1885-FZ;76.989.798-4;77.014.665-8;1885;FZ;01/01/1900;01/01/1900
76.972.531-8-77.639.065-8-4559607-CH;76.972.531-8;77.639.065-8;4559607;CH;21/01/2025;01/01/1900
76.135.572-4-76.962.871-1-2078-FZ;76.135.572-4;76.962.871-1;2078;FZ;24/01/2025;01/01/1900
76.058.534-3-91.125.000-4-18705-FZ;76.058.534-3;91.125.000-4;18705;FZ;01/01/1900;01/01/1900
76.622.416-4-96.872.930-6-8149-FZ;76.622.416-4;96.872.930-6;8149;FZ;01/01/1900;01/01/1900
96.799.690-4-59.301.810-5-19699-FZ;96.799.690-4;59.301.810-5;19699;FZ;01/01/1900;01/01/1900
76.135.572-4-76.962.871-1-2077-FZ;76.135.572-4;76.962.871-1;2077;FZ;24/01/2025;01/01/1900
77.298.856-7-88.173.100-2-584-FZ;77.298.856-7;88.173.100-2;584;FZ;22/01/2025;01/01/1900
76.474.349-0-96.772.810-1-60872-FZ;76.474.349-0;96.772.810-1;60872;FZ;01/01/1900;01/01/1900
76.211.029-6-81.201.000-K-249-FZ;76.211.029-6;81.201.000-K;249;FZ;01/01/1900;01/01/1900
76.095.039-4-76.298.660-4-1461-FZ;76.095.039-4;76.298.660-4;1461;FZ;01/01/1900;01/01/1900
76.065.389-6-96.651.910-K-601-FZ;76.065.389-6;96.651.910-K;601;FZ;01/01/1900;01/01/1900
77.859.490-0-96.692.790-9-219908-FZ;77.859.490-0;96.692.790-9;219908;FZ;01/01/1900;01/01/1900
77.524.953-6-88.689.100-8-71-FZ;77.524.953-6;88.689.100-8;71;FZ;01/01/1900;01/01/1900
77.859.490-0-94.707.000-2-218624-FZ;77.859.490-0;94.707.000-2;218624;FZ;17/01/2025;01/01/1900
76.972.531-8-4.049.254-2-8377234-CH;76.972.531-8;4.049.254-2;8377234;CH;20/01/2025;01/01/1900
76.474.349-0-76.701.410-4-56344-FZ;76.474.349-0;76.701.410-4;56344;FZ;01/01/1900;01/01/1900
77.859.490-0-96.792.430-K-221763-FZ;77.859.490-0;96.792.430-K;221763;FZ;01/01/1900;01/01/1900
76.007.177-3-79.970.740-3-5876-FZ;76.007.177-3;79.970.740-3;5876;FZ;01/01/1900;01/01/1900
99.518.440-0-77.287.540-1-34997-FZ;99.518.440-0;77.287.540-1;34997;FZ;01/01/1900;01/01/1900
76.738.725-3-84.182.700-7-301-FZ;76.738.725-3;84.182.700-7;301;FZ;01/01/1900;01/01/1900
77.989.178-K-77.274.575-3-7881126-CH;77.989.178-K;77.274.575-3;7881126;CH;31/01/2025;01/01/1900
76.977.796-2-85.037.900-9-7256-FZ;76.977.796-2;85.037.900-9;7256;FZ;01/01/1900;01/01/1900
77.094.068-0-70.015.580-3-989-FZ;77.094.068-0;70.015.580-3;989;FZ;01/01/1900;01/01/1900
76.110.359-8-76.219.159-8-16852-FZ;76.110.359-8;76.219.159-8;16852;FZ;01/01/1900;01/01/1900
77.795.790-2-76.411.321-7-3008-FZ;77.795.790-2;76.411.321-7;3008;FZ;01/01/1900;01/01/1900
76.524.823-K-77.749.292-6-2386-FS;76.524.823-K;77.749.292-6;2386;FS;01/01/1900;01/01/1900
76.401.789-7-77.020.457-7-1790-FZ;76.401.789-7;77.020.457-7;1790;FZ;31/01/2025;01/01/1900
77.710.547-7-76.969.493-5-261-FZ;77.710.547-7;76.969.493-5;261;FZ;01/01/1900;01/01/1900
76.567.525-1-77.036.789-1-1288-FZ;76.567.525-1;77.036.789-1;1288;FZ;01/01/1900;01/01/1900
76.916.400-6-76.243.110-6-14653-FZ;76.916.400-6;76.243.110-6;14653;FZ;01/01/1900;01/01/1900
77.859.490-0-96.726.970-0-218414-FZ;77.859.490-0;96.726.970-0;218414;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18689-FZ;76.058.534-3;96.997.500-9;18689;FZ;01/01/1900;01/01/1900
76.248.428-5-76.307.414-5-1430-FZ;76.248.428-5;76.307.414-5;1430;FZ;01/01/1900;01/01/1900
76.972.531-8-76.493.617-5-8257-CH;76.972.531-8;76.493.617-5;8257;CH;31/01/2025;01/01/1900
77.863.593-3-92.121.000-0-151-FZ;77.863.593-3;92.121.000-0;151;FZ;01/01/1900;01/01/1900
76.567.525-1-77.036.789-1-1289-FZ;76.567.525-1;77.036.789-1;1289;FZ;01/01/1900;01/01/1900
99.518.440-0-76.025.243-3-34950-FZ;99.518.440-0;76.025.243-3;34950;FZ;21/01/2025;01/01/1900
96.669.540-4-61.701.000-3-27327-FZ;96.669.540-4;61.701.000-3;27327;FZ;01/01/1900;01/01/1900
76.972.531-8-9.572.626-7-8849930-CH;76.972.531-8;9.572.626-7;8849930;CH;31/01/2025;01/01/1900
99.518.440-0-76.050.868-3-35069-FZ;99.518.440-0;76.050.868-3;35069;FZ;01/01/1900;01/01/1900
71.614.000-8-96.504.160-5-115778-FS;71.614.000-8;96.504.160-5;115778;FS;01/01/1900;01/01/1900
76.579.980-5-96.770.100-9-861-FZ;76.579.980-5;96.770.100-9;861;FZ;01/01/1900;01/01/1900
77.573.298-9-76.879.426-K-53-FZ;77.573.298-9;76.879.426-K;53;FZ;01/01/1900;01/01/1900
77.510.617-4-84.716.400-K-165-FZ;77.510.617-4;84.716.400-K;165;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18227-FZ;76.058.534-3;76.401.158-9;18227;FZ;01/01/1900;01/01/1900
76.972.531-8-76.972.531-8-114058-C1;76.972.531-8;76.972.531-8;114058;C1;31/01/2025;01/01/1900
77.084.666-8-59.069.860-1-336-FZ;77.084.666-8;59.069.860-1;336;FZ;27/01/2025;01/01/1900
76.338.425-K-77.051.330-8-1388-FZ;76.338.425-K;77.051.330-8;1388;FZ;01/01/1900;01/01/1900
77.190.863-2-96.521.440-2-1182-FS;77.190.863-2;96.521.440-2;1182;FS;01/01/1900;01/01/1900
76.014.543-2-76.342.688-2-3297-CH;76.014.543-2;76.342.688-2;3297;CH;31/01/2025;01/01/1900
77.656.181-9-96.824.110-9-151-FZ;77.656.181-9;96.824.110-9;151;FZ;01/01/1900;01/01/1900
77.795.790-2-69.072.600-9-2847-FZ;77.795.790-2;69.072.600-9;2847;FZ;01/01/1900;01/01/1900
76.567.525-1-77.036.789-1-1291-FZ;76.567.525-1;77.036.789-1;1291;FZ;01/01/1900;01/01/1900
77.206.887-5-96.661.820-5-1353-FZ;77.206.887-5;96.661.820-5;1353;FZ;01/01/1900;01/01/1900
77.737.251-3-69.071.500-7-91-FZ;77.737.251-3;69.071.500-7;91;FZ;01/01/1900;01/01/1900
77.524.953-6-88.689.100-8-79-FZ;77.524.953-6;88.689.100-8;79;FZ;01/01/1900;01/01/1900
77.795.790-2-76.411.321-7-3005-FZ;77.795.790-2;76.411.321-7;3005;FZ;01/01/1900;01/01/1900
77.524.953-6-88.689.100-8-82-FZ;77.524.953-6;88.689.100-8;82;FZ;01/01/1900;01/01/1900
76.007.177-3-83.926.400-3-5916-FZ;76.007.177-3;83.926.400-3;5916;FZ;01/01/1900;01/01/1900
76.883.207-2-76.414.434-1-1953-FZ;76.883.207-2;76.414.434-1;1953;FZ;01/01/1900;01/01/1900
76.887.959-1-96.602.670-7-309-FZ;76.887.959-1;96.602.670-7;309;FZ;01/01/1900;01/01/1900
76.579.980-5-79.853.280-4-857-FZ;76.579.980-5;79.853.280-4;857;FZ;01/01/1900;01/01/1900
76.487.452-8-76.178.360-2-34948-FZ;76.487.452-8;76.178.360-2;34948;FZ;01/01/1900;01/01/1900
76.580.205-9-76.613.610-9-4276-FZ;76.580.205-9;76.613.610-9;4276;FZ;01/01/1900;01/01/1900
76.075.072-7-96.556.940-5-164465-FZ;76.075.072-7;96.556.940-5;164465;FZ;01/01/1900;01/01/1900
77.524.953-6-88.689.100-8-84-FZ;77.524.953-6;88.689.100-8;84;FZ;01/01/1900;01/01/1900
77.298.856-7-52.005.472-3-568-FZ;77.298.856-7;52.005.472-3;568;FZ;01/01/1900;01/01/1900
99.518.440-0-76.076.519-8-34499-FZ;99.518.440-0;76.076.519-8;34499;FZ;01/01/1900;01/01/1900
77.840.897-K-76.173.088-6-37-FZ;77.840.897-K;76.173.088-6;37;FZ;01/01/1900;01/01/1900
76.706.389-K-77.656.035-9-126-FZ;76.706.389-K;77.656.035-9;126;FZ;01/01/1900;01/01/1900
76.815.483-K-76.815.483-K-14132-GC;76.815.483-K;76.815.483-K;14132;GC;31/01/2025;01/01/1900
76.977.796-2-88.502.900-0-7240-FZ;76.977.796-2;88.502.900-0;7240;FZ;01/01/1900;01/01/1900
76.622.416-4-96.872.930-6-8122-FZ;76.622.416-4;96.872.930-6;8122;FZ;31/01/2025;01/01/1900
76.377.752-9-96.842.410-6-856-FZ;76.377.752-9;96.842.410-6;856;FZ;01/01/1900;01/01/1900
96.799.690-4-92.805.000-9-19679-FZ;96.799.690-4;92.805.000-9;19679;FZ;01/01/1900;01/01/1900
71.614.000-8-76.296.619-0-115769-RE;71.614.000-8;76.296.619-0;115769;RE;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1488-FZ;77.298.640-8;76.525.290-3;1488;FZ;01/01/1900;01/01/1900
78.625.000-5-92.770.000-K-224-FZ;78.625.000-5;92.770.000-K;224;FZ;01/01/1900;01/01/1900
99.518.440-0-79.731.370-K-34373-FZ;99.518.440-0;79.731.370-K;34373;FZ;17/01/2025;01/01/1900
77.298.640-8-76.525.290-3-1487-FZ;77.298.640-8;76.525.290-3;1487;FZ;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1486-FZ;77.298.640-8;76.525.290-3;1486;FZ;01/01/1900;01/01/1900
77.070.897-4-96.670.340-7-999-FZ;77.070.897-4;96.670.340-7;999;FZ;01/01/1900;01/01/1900
76.157.678-K-81.866.400-1-668-FZ;76.157.678-K;81.866.400-1;668;FZ;31/01/2025;01/01/1900
77.656.181-9-96.824.110-9-149-FZ;77.656.181-9;96.824.110-9;149;FZ;01/01/1900;01/01/1900
77.656.181-9-96.824.110-9-148-FZ;77.656.181-9;96.824.110-9;148;FZ;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1485-FZ;77.298.640-8;76.525.290-3;1485;FZ;01/01/1900;01/01/1900
77.862.467-2-77.700.690-8-481-FZ;77.862.467-2;77.700.690-8;481;FZ;31/01/2025;01/01/1900
76.122.917-6-96.777.810-9-2501-FZ;76.122.917-6;96.777.810-9;2501;FZ;01/01/1900;01/01/1900
76.477.845-6-76.525.290-3-775-FZ;76.477.845-6;76.525.290-3;775;FZ;01/01/1900;01/01/1900
76.058.534-3-91.125.000-4-18597-FZ;76.058.534-3;91.125.000-4;18597;FZ;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1484-FZ;77.298.640-8;76.525.290-3;1484;FZ;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1483-FZ;77.298.640-8;76.525.290-3;1483;FZ;01/01/1900;01/01/1900
76.477.845-6-76.525.290-3-765-FZ;76.477.845-6;76.525.290-3;765;FZ;01/01/1900;01/01/1900
76.622.416-4-96.872.930-6-8031-FZ;76.622.416-4;96.872.930-6;8031;FZ;21/01/2025;01/01/1900
76.972.531-8-78.627.210-6-40442-FZ;76.972.531-8;78.627.210-6;40442;FZ;01/01/1900;01/01/1900
76.248.428-5-93.626.000-4-1421-FZ;76.248.428-5;93.626.000-4;1421;FZ;01/01/1900;01/01/1900
76.976.344-9-76.407.152-2-245-FZ;76.976.344-9;76.407.152-2;245;FZ;01/01/1900;01/01/1900
76.075.072-7-96.556.940-5-165014-FZ;76.075.072-7;96.556.940-5;165014;FZ;01/01/1900;01/01/1900
76.075.072-7-96.556.940-5-164934-FZ;76.075.072-7;96.556.940-5;164934;FZ;01/01/1900;01/01/1900
76.972.531-8-77.038.620-9-40228-FZ;76.972.531-8;77.038.620-9;40228;FZ;31/01/2025;01/01/1900
76.972.531-8-77.038.620-9-40230-FZ;76.972.531-8;77.038.620-9;40230;FZ;31/01/2025;01/01/1900
76.336.421-6-76.336.421-6-214047-GC;76.336.421-6;76.336.421-6;214047;GC;31/01/2025;01/01/1900
76.036.508-4-99.573.490-7-1070-FZ;76.036.508-4;99.573.490-7;1070;FZ;01/01/1900;01/01/1900
76.788.870-8-12.053.316-9-8046457-CH;76.788.870-8;12.053.316-9;8046457;CH;31/01/2025;01/01/1900
99.518.440-0-76.609.160-1-34835-FZ;99.518.440-0;76.609.160-1;34835;FZ;01/01/1900;01/01/1900
77.524.953-6-88.689.100-8-73-FZ;77.524.953-6;88.689.100-8;73;FZ;01/01/1900;01/01/1900
77.112.996-K-59.301.810-5-780-FZ;77.112.996-K;59.301.810-5;780;FZ;01/01/1900;01/01/1900
76.426.254-9-76.411.321-7-3030-FZ;76.426.254-9;76.411.321-7;3030;FZ;01/01/1900;01/01/1900
76.729.243-0-76.568.680-6-2656-FZ;76.729.243-0;76.568.680-6;2656;FZ;01/01/1900;01/01/1900
76.075.072-7-76.467.439-1-164060-FZ;76.075.072-7;76.467.439-1;164060;FZ;31/01/2025;01/01/1900
77.545.580-2-83.109.000-6-24287-FZ;77.545.580-2;83.109.000-6;24287;FZ;01/01/1900;01/01/1900
76.622.416-4-96.872.930-6-8164-FZ;76.622.416-4;96.872.930-6;8164;FZ;01/01/1900;01/01/1900
76.075.072-7-96.556.940-5-164932-FZ;76.075.072-7;96.556.940-5;164932;FZ;01/01/1900;01/01/1900
76.338.425-K-77.133.707-4-1387-FZ;76.338.425-K;77.133.707-4;1387;FZ;01/01/1900;01/01/1900
96.669.540-4-61.606.903-9-27272-FZ;96.669.540-4;61.606.903-9;27272;FZ;01/01/1900;01/01/1900
77.795.790-2-69.061.300-K-2999-FZ;77.795.790-2;69.061.300-K;2999;FZ;01/01/1900;01/01/1900
76.110.359-8-77.005.314-5-16854-FZ;76.110.359-8;77.005.314-5;16854;FZ;01/01/1900;01/01/1900
76.318.904-K-76.772.174-9-8710-FZ;76.318.904-K;76.772.174-9;8710;FZ;01/01/1900;01/01/1900
76.075.072-7-76.372.611-8-164754-FZ;76.075.072-7;76.372.611-8;164754;FZ;31/01/2025;01/01/1900
96.669.540-4-61.606.903-9-27271-FZ;96.669.540-4;61.606.903-9;27271;FZ;01/01/1900;01/01/1900
96.669.540-4-61.606.903-9-27270-FZ;96.669.540-4;61.606.903-9;27270;FZ;01/01/1900;01/01/1900
71.614.000-8-96.504.160-5-114827-FS;71.614.000-8;96.504.160-5;114827;FS;01/01/1900;01/01/1900
77.995.734-9-77.869.040-3-70-FZ;77.995.734-9;77.869.040-3;70;FZ;01/01/1900;01/01/1900
76.426.254-9-76.411.321-7-3037-FZ;76.426.254-9;76.411.321-7;3037;FZ;01/01/1900;01/01/1900
76.715.336-8-76.455.830-8-694-FZ;76.715.336-8;76.455.830-8;694;FZ;01/01/1900;01/01/1900
76.493.556-K-78.201.750-0-2712-FZ;76.493.556-K;78.201.750-0;2712;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18302-FZ;76.058.534-3;76.401.158-9;18302;FZ;31/01/2025;01/01/1900
92.617.000-7-93.402.000-6-72617-FZ;92.617.000-7;93.402.000-6;72617;FZ;01/01/1900;01/01/1900
76.059.349-4-96.930.440-6-293703-FZ;76.059.349-4;96.930.440-6;293703;FZ;01/01/1900;01/01/1900
77.510.617-4-96.521.440-2-163-FZ;77.510.617-4;96.521.440-2;163;FZ;01/01/1900;01/01/1900
76.977.796-2-94.528.000-K-7155-FZ;76.977.796-2;94.528.000-K;7155;FZ;01/01/1900;01/01/1900
99.518.440-0-77.287.540-1-34968-FZ;99.518.440-0;77.287.540-1;34968;FZ;31/01/2025;01/01/1900
92.617.000-7-89.664.200-6-72604-FZ;92.617.000-7;89.664.200-6;72604;FZ;31/01/2025;01/01/1900
96.799.690-4-59.301.810-5-19511-FZ;96.799.690-4;59.301.810-5;19511;FZ;01/01/1900;01/01/1900
76.075.072-7-96.670.840-9-164249-FZ;76.075.072-7;96.670.840-9;164249;FZ;01/01/1900;01/01/1900
76.075.072-7-76.295.342-0-163976-FZ;76.075.072-7;76.295.342-0;163976;FZ;01/01/1900;01/01/1900
76.314.055-5-76.314.055-5-313987-GC;76.314.055-5;76.314.055-5;313987;GC;31/01/2025;01/01/1900
76.477.845-6-76.525.290-3-769-FZ;76.477.845-6;76.525.290-3;769;FZ;01/01/1900;01/01/1900
76.426.254-9-76.411.321-7-3040-FZ;76.426.254-9;76.411.321-7;3040;FZ;01/01/1900;01/01/1900
71.614.000-8-96.856.780-2-114236-FS;71.614.000-8;96.856.780-2;114236;FS;01/01/1900;01/01/1900
76.426.254-9-76.411.321-7-3041-FZ;76.426.254-9;76.411.321-7;3041;FZ;01/01/1900;01/01/1900
76.961.293-9-69.051.100-2-732-FZ;76.961.293-9;69.051.100-2;732;FZ;01/01/1900;01/01/1900
76.426.254-9-76.411.321-7-3039-FZ;76.426.254-9;76.411.321-7;3039;FZ;01/01/1900;01/01/1900
76.972.531-8-76.746.599-8-2021138-CH;76.972.531-8;76.746.599-8;2021138;CH;31/01/2025;01/01/1900
76.058.534-3-76.401.158-9-18309-FZ;76.058.534-3;76.401.158-9;18309;FZ;31/01/2025;01/01/1900
76.989.798-4-77.014.665-8-1884-FZ;76.989.798-4;77.014.665-8;1884;FZ;01/01/1900;01/01/1900
99.518.440-0-81.643.200-6-35084-FZ;99.518.440-0;81.643.200-6;35084;FZ;01/01/1900;01/01/1900
76.036.508-4-99.573.490-7-1071-FZ;76.036.508-4;99.573.490-7;1071;FZ;01/01/1900;01/01/1900
76.622.416-4-76.181.367-6-8135-FZ;76.622.416-4;76.181.367-6;8135;FZ;01/01/1900;01/01/1900
76.474.349-0-96.772.810-1-60873-FZ;76.474.349-0;96.772.810-1;60873;FZ;01/01/1900;01/01/1900
76.058.534-3-91.125.000-4-18707-FZ;76.058.534-3;91.125.000-4;18707;FZ;01/01/1900;01/01/1900
52.003.831-0-76.098.129-K-1917-FZ;52.003.831-0;76.098.129-K;1917;FZ;01/01/1900;01/01/1900
76.417.948-K-78.627.210-6-4120-FZ;76.417.948-K;78.627.210-6;4120;FZ;01/01/1900;01/01/1900
76.157.678-K-81.866.400-1-663-FZ;76.157.678-K;81.866.400-1;663;FZ;01/01/1900;01/01/1900
76.622.416-4-76.053.809-4-8143-FZ;76.622.416-4;76.053.809-4;8143;FZ;01/01/1900;01/01/1900
76.058.534-3-77.585.350-6-19304-FZ;76.058.534-3;77.585.350-6;19304;FZ;31/01/2025;01/01/1900
99.518.440-0-76.178.289-4-35072-FZ;99.518.440-0;76.178.289-4;35072;FZ;01/01/1900;01/01/1900
77.749.747-2-79.982.490-6-106-FZ;77.749.747-2;79.982.490-6;106;FZ;01/01/1900;01/01/1900
76.716.697-4-59.301.810-5-1830-FZ;76.716.697-4;59.301.810-5;1830;FZ;01/01/1900;01/01/1900
76.972.531-8-77.018.146-1-5294182-CH;76.972.531-8;77.018.146-1;5294182;CH;31/01/2025;01/01/1900
77.718.771-6-99.510.510-1-509-FZ;77.718.771-6;99.510.510-1;509;FZ;01/01/1900;01/01/1900
77.640.483-7-77.125.514-0-35-FZ;77.640.483-7;77.125.514-0;35;FZ;24/01/2025;01/01/1900
77.012.026-8-77.036.789-1-10977-FZ;77.012.026-8;77.036.789-1;10977;FZ;01/01/1900;01/01/1900
76.972.531-8-77.018.146-1-5294183-CH;76.972.531-8;77.018.146-1;5294183;CH;31/01/2025;01/01/1900
76.058.534-3-76.401.158-9-18454-FZ;76.058.534-3;76.401.158-9;18454;FZ;31/01/2025;01/01/1900
77.995.734-9-77.869.040-3-73-FZ;77.995.734-9;77.869.040-3;73;FZ;01/01/1900;01/01/1900
76.583.560-7-84.280.800-6-13757-FZ;76.583.560-7;84.280.800-6;13757;FZ;01/01/1900;01/01/1900
76.972.531-8-78.627.210-6-40189-FZ;76.972.531-8;78.627.210-6;40189;FZ;01/01/1900;01/01/1900
76.007.177-3-69.030.400-7-5913-FZ;76.007.177-3;69.030.400-7;5913;FZ;01/01/1900;01/01/1900
77.795.790-2-76.411.321-7-3023-FZ;77.795.790-2;76.411.321-7;3023;FZ;01/01/1900;01/01/1900
76.075.072-7-76.581.775-7-164981-FZ;76.075.072-7;76.581.775-7;164981;FZ;18/01/2025;01/01/1900
77.718.771-6-99.510.510-1-500-FZ;77.718.771-6;99.510.510-1;500;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18862-FZ;76.058.534-3;96.997.500-9;18862;FZ;01/01/1900;01/01/1900
76.426.254-9-76.411.321-7-3033-FZ;76.426.254-9;76.411.321-7;3033;FZ;01/01/1900;01/01/1900
76.715.336-8-78.627.210-6-657-FZ;76.715.336-8;78.627.210-6;657;FZ;01/01/1900;01/01/1900
77.614.068-6-77.263.770-5-85-FZ;77.614.068-6;77.263.770-5;85;FZ;01/01/1900;01/01/1900
76.058.534-3-77.585.350-6-19305-FZ;76.058.534-3;77.585.350-6;19305;FZ;31/01/2025;01/01/1900
76.972.531-8-77.038.620-9-40227-FZ;76.972.531-8;77.038.620-9;40227;FZ;31/01/2025;01/01/1900
76.580.205-9-76.048.251-K-4280-FZ;76.580.205-9;76.048.251-K;4280;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18453-FZ;76.058.534-3;76.401.158-9;18453;FZ;31/01/2025;01/01/1900
76.622.416-4-96.872.930-6-8132-FZ;76.622.416-4;96.872.930-6;8132;FZ;01/01/1900;01/01/1900
76.809.295-8-76.151.605-1-3817-FZ;76.809.295-8;76.151.605-1;3817;FZ;31/01/2025;01/01/1900
76.075.072-7-77.934.988-8-165496-FZ;76.075.072-7;77.934.988-8;165496;FZ;01/01/1900;01/01/1900
76.053.692-K-78.793.360-2-9634843-CH;76.053.692-K;78.793.360-2;9634843;CH;31/01/2025;01/01/1900
76.338.425-K-76.956.486-1-1393-FZ;76.338.425-K;76.956.486-1;1393;FZ;17/01/2025;01/01/1900
76.058.534-3-96.554.560-3-18853-FZ;76.058.534-3;96.554.560-3;18853;FZ;01/01/1900;01/01/1900
99.518.440-0-77.070.410-3-34937-FZ;99.518.440-0;77.070.410-3;34937;FZ;01/01/1900;01/01/1900
92.617.000-7-93.402.000-6-72719-FZ;92.617.000-7;93.402.000-6;72719;FZ;01/01/1900;01/01/1900
76.343.729-9-77.402.187-6-1043-FZ;76.343.729-9;77.402.187-6;1043;FZ;01/01/1900;01/01/1900
99.518.440-0-76.637.999-0-34839-FZ;99.518.440-0;76.637.999-0;34839;FZ;01/01/1900;01/01/1900
76.975.321-4-69.090.900-6-69-FZ;76.975.321-4;69.090.900-6;69;FZ;01/01/1900;01/01/1900
76.157.678-K-81.866.400-1-673-FZ;76.157.678-K;81.866.400-1;673;FZ;31/01/2025;01/01/1900
76.622.416-4-94.623.000-6-8139-FZ;76.622.416-4;94.623.000-6;8139;FZ;01/01/1900;01/01/1900
76.622.416-4-96.811.130-2-8163-FZ;76.622.416-4;96.811.130-2;8163;FZ;01/01/1900;01/01/1900
77.274.687-3-76.525.290-3-401-FZ;77.274.687-3;76.525.290-3;401;FZ;01/01/1900;01/01/1900
76.493.556-K-77.513.980-3-2675-FZ;76.493.556-K;77.513.980-3;2675;FZ;01/01/1900;01/01/1900
96.799.690-4-76.181.135-5-19772-FZ;96.799.690-4;76.181.135-5;19772;FZ;31/01/2025;01/01/1900
76.622.416-4-96.872.930-6-8003-FZ;76.622.416-4;96.872.930-6;8003;FZ;21/01/2025;01/01/1900
76.622.416-4-76.053.809-4-8108-FZ;76.622.416-4;76.053.809-4;8108;FZ;01/01/1900;01/01/1900
76.978.883-2-69.071.400-0-1073-F2;76.978.883-2;69.071.400-0;1073;F2;01/01/1900;01/01/1900
